,Vmag,Plx,e_Plx,B-V,SpType,TargetClass
8765,8.43,1.98,1.26,0.963,507,0
8766,7.87,9.31,0.82,0.23,108,1
8767,9.81,9.58,1.5,0.642,507,0
8768,7.1,0.28,0.78,1.477,738,0
8769,7.47,1.69,0.61,1.375,719,0
8770,9.87,3.63,1.38,1.122,685,0
8771,10.52,13.26,1.98,0.785,609,0
8772,8.25,3.92,1.2,1.22,633,0
8773,9.22,11.83,1.25,0.594,445,1
8774,8.15,2.61,0.74,1.201,658,0
8775,8.73,2.82,1.28,1.397,591,0
8776,6.1,37.97,0.61,0.487,431,1
8777,7.38,0.72,0.93,1.197,668,0
8778,7.73,11.47,1.78,0.491,366,1
8779,7.75,7.49,0.9,0.323,305,1
8780,9.21,4.05,1.5,1.252,758,0
8781,8.88,6.07,1.25,1.125,609,0
8782,8.78,2.22,0.84,1.198,668,0
8783,7.28,6.82,0.99,1.168,698,0
8784,9.05,0.86,1.24,1.301,738,0
8785,6.42,29.44,0.91,0.817,507,1
8786,4.82,12.22,0.59,0.864,575,0
8787,10.74,6.1,1.85,0.499,366,0
8788,7.21,4.91,0.78,0.136,39,1
8789,9.02,1.51,1.17,1.054,507,0
8790,7.49,1.35,0.98,1.319,507,0
8791,7.95,0.87,1.06,1.068,668,0
8792,10.59,5.76,6.87,0.66,292,1
8793,8.06,4.56,0.92,0.094,2,0
8794,8.75,6.79,1.26,0.851,507,0
8795,8.14,0.92,1.07,1.599,745,0
8796,7.58,0.57,0.91,1.644,784,0
8797,7.91,2.65,1.01,1.23,668,0
8798,9.55,-0.07,1.29,1.004,609,0
8799,9.23,6.04,0.96,0.508,382,1
8800,8.78,2.69,0.87,1.288,687,0
8801,5.09,4.95,0.95,0.921,684,0
8802,9.55,2.69,1.33,0.552,366,0
8803,6.98,6.54,0.84,0.271,122,0
8804,9.84,6.44,1.75,0.395,333,0
8805,7.88,5.58,5.72,0.571,545,0
8806,9.59,-1.1,1.45,0.47,280,1
8807,10.12,2.83,1.66,0.364,15,1
8808,7.54,7.36,1.02,0.214,39,1
8809,8.2,-0.84,1.1,1.512,609,0
8810,8.8,6.03,1.24,0.443,317,1
8811,8.44,4.7,1.1,0.298,310,1
8812,9.01,12.95,1.14,0.72,445,1
8813,8.23,0.64,1.03,1.465,609,0
8814,9.07,5.36,1.15,0.488,382,1
8815,7.82,1.41,0.83,0.337,187,0
8816,9.04,3.96,1.35,1.0,596,0
8817,8.47,8.4,1.63,0.407,310,1
8818,9.19,24.8,1.45,0.953,507,1
8819,8.54,5.78,1.13,0.162,2,0
8820,9.34,4.52,1.17,0.125,39,1
8821,8.5,7.31,1.14,0.469,382,0
8822,5.84,6.85,0.82,1.576,798,0
8823,8.89,2.36,1.17,1.096,609,0
8824,8.96,8.54,1.28,0.802,609,0
8825,7.98,0.59,1.11,1.477,719,0
8826,8.78,0.63,1.3,0.995,609,0
8827,8.01,15.42,1.07,0.519,366,1
8828,8.69,1.97,0.85,1.444,735,0
8829,9.1,1.27,1.45,1.274,685,0
8830,7.66,5.42,0.58,0.463,346,1
8831,8.07,23.61,1.03,0.651,492,1
8832,8.82,1.1,1.56,0.508,420,0
8833,9.92,1.14,1.58,0.43,366,0
8834,9.33,1.67,1.22,-0.1,238,1
8835,8.16,3.59,0.95,-0.036,253,1
8836,9.38,13.46,1.29,0.662,556,0
8837,6.62,5.69,0.57,0.962,507,0
8838,8.26,10.86,1.29,0.7,500,0
8839,6.36,6.09,0.53,0.906,574,0
8840,9.02,2.11,1.18,1.645,771,0
8841,6.87,22.66,0.79,0.499,366,1
8842,8.69,5.01,1.29,0.56,420,0
8843,8.14,6.56,0.99,0.267,80,1
8844,4.79,24.48,0.78,0.29,310,1
8845,10.78,17.84,2.26,1.135,758,0
8846,8.89,2.14,1.11,-0.086,2,0
8847,8.99,6.21,1.28,0.548,416,0
8848,8.3,6.06,0.96,0.355,317,1
8849,6.77,2.53,0.76,-0.073,242,1
8850,8.58,2.89,1.05,0.056,2,0
8851,8.04,4.51,1.2,1.44,591,0
8852,8.74,4.71,1.25,0.4,333,0
8853,6.48,2.86,0.81,1.203,609,0
8854,9.96,1.5,1.56,0.449,327,1
8855,6.52,6.64,0.94,0.174,2,0
8856,7.11,6.39,0.94,-0.02,2,0
8857,8.19,1.78,0.77,1.332,698,0
8858,8.85,1.02,1.33,0.187,266,1
8859,6.97,6.37,0.82,1.204,685,0
8860,8.52,12.13,1.36,0.608,455,0
8861,6.94,5.8,0.93,1.252,826,0
8862,8.22,2.99,1.07,0.859,581,0
8863,7.57,31.98,1.71,0.661,507,1
8864,7.75,5.31,0.7,1.012,507,0
8865,9.83,10.07,1.54,0.618,530,1
8866,8.75,5.04,2.0,0.33,139,1
8867,9.66,9.58,8.45,1.403,507,0
8868,9.3,5.22,1.32,0.486,366,0
8869,8.48,3.32,1.0,1.056,614,0
8870,11.96,14.22,3.28,1.253,762,0
8871,9.02,2.14,1.11,0.164,2,0
8872,8.69,7.03,0.77,0.969,668,0
8873,8.72,2.21,0.81,0.965,549,0
8874,7.79,3.0,0.81,1.216,685,0
8875,8.77,2.2,1.19,0.993,507,0
8876,9.12,6.8,1.2,0.426,507,0
8877,6.65,8.63,0.79,0.08,26,1
8878,9.91,2.46,1.19,0.449,310,1
8879,7.92,6.42,1.07,0.108,47,1
8880,8.58,16.89,1.41,0.648,570,0
8881,8.62,3.35,1.19,0.124,262,1
8882,8.36,5.76,1.29,0.233,55,1
8883,7.65,2.68,0.84,0.046,2,0
8884,9.99,2.79,1.52,1.05,420,0
8885,10.44,1.29,1.77,0.34,30,1
8886,8.6,16.81,2.26,0.612,479,1
8887,9.47,5.85,1.34,0.577,445,1
8888,8.23,7.65,1.03,0.863,507,0
8889,8.66,2.04,0.82,1.036,575,0
8890,9.52,5.24,1.63,0.455,366,0
8891,7.97,3.76,1.92,0.24,2,0
8892,8.82,4.24,1.2,0.14,39,1
8893,10.07,1.77,1.8,1.427,771,0
8894,10.13,5.6,1.25,0.436,382,1
8895,6.37,9.42,0.79,1.006,633,0
8896,9.49,-0.6,1.63,1.588,685,0
8897,7.23,14.56,0.76,0.33,354,1
8898,8.6,5.33,1.55,0.323,80,1
8899,8.47,2.37,1.2,2.154,801,0
8900,7.6,1.94,0.79,1.15,507,0
8901,8.23,2.01,1.1,1.185,507,0
8902,9.29,8.5,1.27,0.645,500,0
8903,8.41,9.26,1.21,0.395,366,0
8904,9.18,16.84,1.28,0.679,556,0
8905,8.02,5.29,1.11,0.971,507,0
8906,7.99,4.69,1.05,1.28,738,0
8907,8.99,8.53,1.39,0.72,507,0
8908,6.02,4.52,0.69,-0.042,213,1
8909,10.01,4.08,1.4,-0.28,871,0
8910,5.7,13.25,0.71,1.005,646,0
8911,8.4,2.64,1.39,0.256,39,1
8912,10.95,1.57,3.06,0.37,15,1
8913,8.31,0.95,1.12,1.761,771,0
8914,8.97,0.98,1.18,0.037,253,1
8915,8.09,4.53,0.98,0.859,609,0
8916,8.96,2.45,1.16,0.9,609,0
8917,7.79,3.08,1.01,0.983,445,1
8918,9.66,9.49,1.99,0.52,431,0
8919,7.8,4.19,0.89,0.096,2,0
8920,8.44,2.64,1.18,1.634,791,0
8921,7.6,7.06,1.02,1.2,838,0
8922,8.57,6.08,1.18,0.301,122,0
8923,2.86,45.75,0.55,0.29,310,1
8924,6.46,7.97,0.8,1.128,507,0
8925,9.29,9.53,1.06,0.578,445,1
8926,7.31,5.03,0.9,0.164,39,1
8927,7.77,8.79,0.96,0.511,366,0
8928,9.16,-0.62,1.19,-0.018,39,1
8929,6.87,3.21,0.61,1.216,507,0
8930,8.27,7.54,0.79,0.879,646,0
8931,7.87,3.85,0.92,0.214,314,1
8932,9.06,1.66,1.3,1.035,596,0
8933,8.38,3.59,1.21,0.891,575,0
8934,9.11,7.38,0.94,0.535,420,0
8935,6.79,2.71,0.97,1.202,507,0
8936,7.31,14.28,0.92,0.493,398,1
8937,9.45,7.09,0.89,0.421,354,1
8938,8.65,7.24,1.88,0.476,344,1
8939,9.13,12.93,1.4,0.652,530,1
8940,8.38,6.59,0.92,0.357,349,1
8941,7.38,2.56,0.74,1.604,784,0
8942,10.89,17.44,1.98,1.656,771,0
8943,9.57,8.88,1.4,0.576,455,0
8944,7.57,3.75,0.93,1.082,507,0
8945,6.62,4.63,2.36,0.478,102,0
8946,9.27,5.77,1.1,0.503,382,1
8947,9.02,9.67,1.27,0.462,420,0
8948,7.91,2.52,0.74,1.0,633,0
8949,8.76,4.21,1.14,1.012,646,0
8950,9.4,3.19,1.28,0.664,445,1
8951,9.71,2.59,1.31,0.634,238,1
8952,8.64,1.36,1.21,1.289,609,0
8953,9.24,9.03,1.4,0.521,366,0
8954,8.11,1.98,1.07,0.168,266,1
8955,9.64,7.16,1.17,0.696,445,1
8956,7.14,40.75,0.9,0.773,507,1
8957,9.55,4.76,1.18,0.497,416,0
8958,8.74,10.24,1.09,0.44,445,1
8959,8.28,9.22,1.32,0.375,292,1
8960,9.51,1.93,1.03,1.062,633,0
8961,11.57,2.61,3.07,1.641,815,0
8962,10.89,33.53,5.29,1.47,788,0
8963,8.96,11.64,1.36,0.62,500,0
8964,7.32,5.85,0.97,1.064,633,0
8965,7.36,9.22,0.82,0.202,55,1
8966,8.02,5.71,0.76,0.936,507,0
8967,8.3,4.16,1.01,0.248,72,1
8968,7.97,3.52,1.01,1.438,719,0
8969,8.65,3.42,1.13,1.036,507,0
8970,7.3,3.52,1.77,0.31,55,1
8971,8.56,4.13,0.96,0.446,354,0
8972,6.79,7.36,0.81,0.023,15,1
8973,8.73,10.71,1.08,0.622,445,1
8974,9.69,7.54,1.64,0.428,366,0
8975,8.83,5.47,1.32,0.25,61,1
8976,9.66,0.69,1.45,0.899,591,0
8977,9.12,5.1,0.9,0.463,378,1
8978,12.21,83.2,3.68,1.54,822,0
8979,10.44,-6.56,3.62,0.31,182,1
8980,8.04,4.03,1.05,1.297,738,0
8981,8.16,7.28,0.99,0.488,324,1
8982,6.09,12.12,1.11,0.186,99,0
8983,6.93,6.8,0.86,0.928,575,0
8984,8.36,3.98,1.3,1.031,646,0
8985,8.95,3.1,1.6,1.955,771,0
8986,8.85,10.95,1.2,0.645,445,1
8987,6.8,2.5,0.94,1.578,798,0
8988,9.52,2.36,1.33,0.351,39,1
8989,8.92,-1.6,1.44,1.491,719,0
8990,9.12,9.92,1.33,0.74,530,1
8991,9.15,6.56,1.38,0.466,420,0
8992,7.82,2.82,0.91,0.92,507,0
8993,8.66,3.72,0.99,1.356,828,0
8994,5.89,8.17,0.84,1.031,636,0
8995,7.3,14.86,0.61,0.423,354,1
8996,9.21,4.39,1.31,0.384,292,1
8997,8.55,3.28,1.13,0.999,609,0
8998,8.31,0.82,0.84,1.532,731,0
8999,5.29,12.69,0.63,0.002,16,1
9000,5.57,12.55,0.62,1.052,668,0
9001,7.29,3.26,0.95,1.786,735,0
9002,8.85,3.09,1.15,0.048,30,1
9003,7.92,13.0,0.72,0.728,512,0
9004,9.2,5.37,1.37,1.517,735,0
9005,6.09,7.62,0.51,1.176,698,0
9006,7.69,5.21,0.98,0.354,130,0
9007,7.48,4.59,0.88,0.89,507,0
9008,8.99,2.68,1.18,0.23,65,1
9009,9.48,0.22,1.75,1.061,561,0
9010,9.63,12.73,1.69,0.827,677,0
9011,8.56,3.03,0.75,1.369,719,0
9012,9.96,5.59,1.14,0.446,352,1
9013,5.43,4.88,0.8,1.64,772,0
9014,7.23,15.97,0.81,0.435,292,1
9015,8.03,5.82,1.1,0.773,445,1
9016,9.44,4.91,1.3,0.587,479,0
9017,8.31,3.05,1.17,0.997,507,0
9018,9.81,13.11,4.16,0.661,556,0
9019,8.94,3.23,1.58,0.801,664,0
9020,9.01,-0.13,1.33,1.476,685,0
9021,9.17,4.04,1.42,0.564,445,1
9022,8.59,2.76,0.85,1.042,575,0
9023,9.4,5.37,1.26,1.187,698,0
9024,9.39,4.39,1.51,0.448,333,0
9025,8.21,1.83,1.19,1.154,609,0
9026,9.62,9.13,1.4,0.62,445,1
9027,10.5,5.76,1.77,0.61,366,0
9028,8.28,6.03,1.08,0.473,301,1
9029,6.75,8.8,0.81,0.999,507,0
9030,9.1,6.19,3.26,0.484,345,1
9031,10.69,2.81,2.13,0.66,445,1
9032,8.4,10.48,1.17,0.627,460,0
9033,3.99,10.84,0.79,1.554,740,0
9034,9.28,4.26,1.45,0.424,333,0
9035,7.99,22.8,1.18,0.66,530,1
9036,8.66,4.66,1.03,0.965,633,0
9037,8.82,4.36,0.85,0.528,393,1
9038,7.86,5.68,1.12,1.144,609,0
9039,5.89,32.2,0.96,0.61,476,1
9040,8.58,3.83,1.13,0.166,65,1
9041,7.41,2.82,0.89,1.744,738,0
9042,8.56,6.15,1.21,0.48,366,0
9043,8.02,1.45,1.1,1.585,609,0
9044,6.89,10.34,0.93,0.337,2,0
9045,6.87,3.77,0.8,1.149,507,0
9046,8.18,9.48,1.05,0.487,412,0
9047,9.5,1.65,1.33,0.332,38,1
9048,6.51,6.65,0.56,0.97,632,0
9049,7.49,4.95,0.94,0.06,2,0
9050,9.15,2.18,0.9,1.034,563,0
9051,7.86,10.58,1.04,0.759,526,0
9052,9.12,1.58,0.99,0.737,80,1
9053,7.66,7.38,0.92,0.965,507,0
9054,7.09,3.65,1.06,0.941,507,0
9055,7.6,5.01,1.15,0.924,507,0
9056,8.87,1.59,1.13,0.205,55,1
9057,7.89,4.43,0.95,1.011,577,0
9058,5.43,5.5,0.98,1.391,811,0
9059,8.7,9.68,1.18,0.415,354,1
9060,7.16,2.87,0.77,1.546,740,0
9061,8.87,5.03,1.18,0.523,382,1
9062,8.45,3.53,1.11,0.154,30,1
9063,7.66,7.77,0.61,0.486,343,1
9064,8.23,2.9,1.43,0.936,507,0
9065,8.94,3.46,1.31,1.03,507,0
9066,9.09,5.35,1.25,0.476,420,0
9067,7.37,28.55,0.84,0.653,500,1
9068,8.91,7.58,1.22,0.45,354,1
9069,8.86,6.03,1.27,0.348,106,1
9070,8.33,2.19,1.17,1.107,633,0
9071,9.4,1.31,1.03,1.296,609,0
9072,8.05,5.53,0.7,0.352,306,1
9073,8.72,0.76,1.03,0.909,547,0
9074,7.01,2.98,0.65,1.858,738,0
9075,9.05,10.89,1.1,0.641,500,0
9076,8.69,6.86,1.12,0.445,333,0
9077,9.89,2.87,4.58,0.56,366,0
9078,7.04,2.9,0.84,1.428,735,0
9079,9.37,-0.9,0.91,1.308,719,0
9080,9.42,2.85,1.46,0.142,2,0
9081,9.61,1.54,1.96,1.023,609,0
9082,8.06,2.41,0.93,1.059,507,0
9083,9.16,5.56,1.35,1.061,668,0
9084,10.63,25.2,1.55,1.173,738,0
9085,9.39,0.55,1.26,1.437,608,0
9086,8.93,24.31,0.85,0.797,682,0
9087,7.92,9.08,0.96,0.464,420,0
9088,9.29,4.96,1.2,1.335,719,0
9089,6.72,10.94,1.07,0.137,63,1
9090,8.76,23.8,1.21,0.746,575,0
9091,8.25,10.81,1.22,0.466,366,0
9092,6.92,17.56,0.88,0.96,507,0
9093,8.99,0.99,0.83,1.157,614,0
9094,8.16,11.86,1.23,0.495,416,0
9095,8.49,2.86,1.33,1.72,646,0
9096,11.57,8.04,3.25,0.731,609,0
9097,8.96,1.78,2.76,0.188,231,1
9098,9.13,7.15,1.38,0.513,398,1
9099,8.25,2.69,1.03,1.373,609,0
9100,6.84,21.86,0.53,0.576,424,0
9101,8.51,4.5,1.12,0.921,507,0
9102,9.97,4.77,2.37,1.7,566,0
9103,7.71,8.28,0.96,0.538,366,0
9104,9.16,2.13,0.81,1.431,688,0
9105,7.86,6.99,1.21,0.956,507,0
9106,10.35,4.43,1.94,0.036,2,0
9107,9.17,3.32,1.63,1.217,609,0
9108,9.48,5.3,1.35,0.6,416,0
9109,7.84,9.36,1.13,0.641,445,1
9110,8.87,0.44,1.25,1.148,507,0
9111,9.7,2.1,1.55,0.418,384,0
9112,8.17,10.92,1.04,0.478,354,1
9113,7.83,9.23,0.86,0.535,420,0
9114,8.61,1.09,1.14,0.891,549,0
9115,8.32,2.9,1.19,0.069,2,0
9116,7.97,3.64,1.07,0.944,507,0
9117,8.8,2.32,0.88,1.147,633,0
9118,8.4,1.36,1.11,1.305,687,0
9119,7.64,13.3,1.5,0.435,317,1
9120,7.47,5.94,0.9,0.925,575,0
9121,8.67,0.49,1.35,0.263,189,0
9122,7.49,0.65,0.67,1.645,811,0
9123,6.85,3.89,0.81,1.427,609,0
9124,8.1,2.64,0.72,0.199,81,1
9125,5.34,11.71,0.73,0.883,575,0
9126,8.26,0.75,0.97,1.694,738,0
9127,9.14,6.73,1.39,0.456,354,1
9128,9.91,9.46,1.67,0.734,560,0
9129,8.72,3.39,1.31,1.069,609,0
9130,8.43,3.25,1.17,1.41,2,0
9131,9.06,4.16,0.89,0.429,2,0
9132,9.02,7.5,1.39,0.466,445,1
9133,8.46,12.06,1.2,0.552,420,0
9134,7.24,1.66,1.05,1.518,770,0
9135,9.48,2.31,1.24,0.004,238,1
9136,8.3,4.48,1.12,0.207,47,1
9137,6.61,15.39,0.77,0.339,292,1
9138,8.91,3.28,1.2,0.502,382,1
9139,8.45,8.23,0.98,0.545,366,0
9140,9.53,0.55,1.32,0.569,209,1
9141,8.85,3.31,0.8,1.298,718,0
9142,8.48,6.39,1.18,0.461,366,0
9143,5.15,8.76,0.64,1.471,745,0
9144,8.11,3.7,1.09,1.253,609,0
9145,8.86,0.38,1.27,0.226,220,1
9146,9.66,-0.69,1.79,0.163,2,0
9147,10.16,24.83,1.91,1.19,762,0
9148,8.88,7.01,1.03,0.569,455,0
9149,9.94,5.86,1.6,0.52,317,1
9150,8.57,13.4,1.32,0.531,445,1
9151,7.87,3.42,0.63,1.021,507,0
9152,6.88,13.77,0.52,0.561,427,0
9153,8.49,8.9,0.96,0.445,344,1
9154,6.54,1.04,0.86,1.15,609,0
9155,9.08,11.08,0.85,0.669,530,1
9156,6.8,1.44,0.6,1.63,826,0
9157,7.06,21.44,0.84,0.51,317,1
9158,8.05,7.49,0.89,0.518,382,0
9159,9.81,6.62,1.41,0.59,366,0
9160,8.97,7.11,0.88,0.491,382,1
9161,9.5,10.23,1.4,0.66,445,1
9162,7.8,3.48,0.76,0.9,575,0
9163,7.71,5.1,1.09,1.368,719,0
9164,4.49,27.9,0.56,0.164,63,1
9165,7.46,4.25,0.91,1.685,752,0
9166,8.21,8.31,0.87,0.44,366,0
9167,9.54,3.37,0.88,0.484,344,1
9168,9.08,2.81,1.3,1.032,633,0
9169,10.37,2.97,1.65,0.691,445,1
9170,8.25,4.66,1.13,1.141,507,0
9171,3.82,23.45,1.06,0.024,39,1
9172,10.48,25.12,2.54,1.246,762,0
9173,8.71,8.52,1.3,0.545,420,0
9174,8.38,2.58,2.22,0.466,366,0
9175,8.01,2.9,0.98,0.076,251,1
9176,7.21,18.56,0.95,0.496,431,0
9177,6.57,7.89,0.87,1.007,668,0
9178,6.64,5.18,0.82,-0.03,2,0
9179,7.71,14.85,0.8,0.446,371,1
9180,9.79,10.73,1.65,0.545,479,0
9181,7.87,15.71,1.87,0.492,398,1
9182,9.22,1.7,2.25,0.21,199,1
9183,8.06,15.49,0.69,0.611,404,1
9184,8.22,16.3,1.62,0.83,600,0
9185,7.98,3.4,1.03,0.202,2,0
9186,7.28,1.92,0.69,1.56,745,0
9187,8.23,5.79,1.05,0.571,390,0
9188,9.23,6.01,0.83,0.5,445,1
9189,4.99,4.41,0.62,-0.071,242,1
9190,10.04,1.74,2.05,0.492,354,0
9191,9.38,2.39,1.51,1.098,737,0
9192,7.09,5.47,0.84,-0.053,238,1
9193,8.29,5.13,0.76,1.011,633,0
9194,8.38,6.5,0.81,0.43,344,1
9195,8.39,4.67,1.06,0.147,2,0
9196,9.77,7.85,3.33,0.95,621,0
9197,7.61,3.99,0.73,0.168,2,0
9198,8.55,4.39,1.09,1.205,668,0
9199,10.02,5.52,1.76,1.05,609,0
9200,8.8,1.3,1.21,1.117,609,0
9201,6.87,7.6,1.18,1.077,609,0
9202,7.54,5.06,0.83,1.38,609,0
9203,8.18,21.23,1.28,0.649,420,1
9204,8.3,3.99,1.2,1.078,609,0
9205,6.4,7.22,0.75,0.135,61,1
9206,8.06,3.71,1.03,1.12,609,0
9207,8.94,-0.32,1.13,-0.054,855,0
9208,7.86,13.73,0.88,0.487,398,1
9209,9.02,5.36,1.12,1.431,685,0
9210,8.59,2.3,1.25,0.391,301,1
9211,9.9,5.61,1.53,0.58,420,0
9212,9.03,4.74,0.88,1.096,668,0
9213,9.39,3.21,1.41,0.852,518,0
9214,10.18,0.36,3.58,0.56,445,1
9215,8.77,1.89,1.32,1.282,698,0
9216,8.49,5.7,0.88,0.279,117,0
9217,5.97,3.86,0.98,1.584,798,0
9218,6.97,4.34,0.78,-0.106,226,1
9219,7.78,4.14,0.89,1.047,633,0
9220,7.38,2.68,1.03,0.774,507,0
9221,8.08,2.94,1.11,0.221,169,0
9222,8.73,10.31,1.07,0.455,344,1
9223,6.89,3.34,0.57,1.36,698,0
9224,8.76,1.47,1.31,1.008,651,0
9225,8.42,2.0,0.91,0.089,2,0
9226,7.79,12.78,0.94,0.568,420,0
9227,7.93,10.2,0.83,0.402,292,1
9228,8.6,5.51,1.28,0.539,420,0
9229,8.97,4.88,1.52,1.626,738,0
9230,7.93,3.32,0.7,1.608,745,0
9231,8.18,0.75,1.11,1.747,738,0
9232,8.85,2.06,0.78,-0.126,218,1
9233,9.21,12.92,1.39,0.662,500,0
9234,8.5,3.59,1.34,0.944,507,0
9235,8.03,0.09,1.16,1.426,687,0
9236,9.02,31.8,1.17,1.02,709,0
9237,8.88,1.92,1.53,1.12,507,0
9238,8.49,2.77,1.11,1.356,719,0
9239,8.71,2.7,1.07,0.052,236,1
9240,7.55,2.64,0.91,0.921,507,0
9241,9.12,1.35,0.87,1.077,575,0
9242,8.2,10.87,0.96,0.473,366,0
9243,12.26,36.16,4.3,1.441,601,0
9244,8.83,5.11,1.43,0.152,2,0
9245,6.3,3.4,0.83,1.34,698,0
9246,6.91,10.46,0.93,0.197,55,1
9247,6.0,11.49,0.64,0.029,31,1
9248,10.08,4.91,2.42,0.499,366,0
9249,9.92,3.61,1.87,0.488,445,1
9250,9.87,8.47,1.5,0.707,507,0
9251,6.04,3.03,0.56,1.107,609,0
9252,6.53,4.9,0.86,1.297,609,0
9253,5.5,8.81,0.82,0.029,47,1
9254,7.28,4.08,0.69,0.187,99,0
9255,5.87,9.91,0.88,0.966,630,0
9256,5.59,0.94,0.64,0.325,249,1
9257,8.07,3.77,1.3,1.603,609,0
9258,9.35,7.85,2.32,0.244,262,1
9259,6.88,20.62,1.15,0.664,445,1
9260,7.62,4.76,0.94,1.148,633,0
9261,8.1,2.69,0.79,0.867,539,0
9262,8.58,9.49,1.1,0.513,420,0
9263,8.41,2.74,0.73,1.191,661,0
9264,8.33,3.99,1.03,0.317,55,1
9265,8.11,0.22,1.07,1.5,821,0
9266,7.7,21.23,1.9,0.644,445,1
9267,7.8,3.41,0.93,1.406,609,0
9268,6.12,8.98,0.58,0.162,83,1
9269,8.85,7.48,1.22,0.264,58,1
9270,9.32,7.88,1.1,0.423,382,1
9271,5.42,11.31,0.85,0.146,83,1
9272,8.42,5.18,1.27,0.896,507,0
9273,9.52,16.84,1.71,0.842,609,0
9274,8.58,3.38,1.29,1.535,798,0
9275,8.15,3.0,1.11,0.256,106,1
9276,7.8,8.45,0.91,0.55,420,0
9277,7.6,1.74,0.98,0.996,507,0
9278,8.78,8.21,1.37,0.281,139,1
9279,3.95,20.12,0.56,-0.002,47,1
9280,11.86,23.48,3.58,1.376,758,0
9281,7.88,5.53,0.86,0.066,2,0
9282,8.46,6.3,1.02,0.396,80,1
9283,8.42,1.28,1.14,0.09,39,1
9284,11.16,34.88,2.43,1.427,758,0
9285,7.75,4.33,0.72,0.081,22,1
9286,9.13,1.94,2.08,1.4,738,0
9287,8.29,6.38,1.0,0.408,331,1
9288,11.54,21.7,3.39,1.34,762,0
9289,7.39,5.84,0.92,1.074,698,0
9290,8.26,1.61,1.07,1.614,609,0
9291,9.47,2.26,1.42,1.556,771,0
9292,9.69,12.43,1.01,0.764,566,0
9293,8.1,2.09,0.96,1.02,507,0
9294,9.44,-0.05,2.05,1.229,609,0
9295,8.11,5.59,0.64,0.342,366,0
9296,7.92,0.97,0.71,1.744,780,0
9297,7.28,3.28,0.91,1.025,507,0
9298,10.15,10.69,1.8,0.68,420,1
9299,9.2,15.18,1.31,0.689,507,0
9300,8.68,-0.21,1.26,1.457,758,0
9301,9.0,2.24,1.16,0.003,272,1
9302,5.64,18.9,0.71,0.537,427,0
9303,5.61,4.98,0.81,1.589,750,0
9304,8.41,4.38,1.02,0.512,366,0
9305,8.07,11.54,0.67,0.365,331,1
9306,8.6,4.13,1.18,0.309,39,1
9307,6.24,2.43,0.9,1.424,735,0
9308,8.69,7.18,0.79,0.433,354,1
9309,8.69,22.16,0.98,0.722,591,0
9310,8.39,5.08,1.1,1.107,507,0
9311,5.96,9.89,0.88,0.851,531,1
9312,9.73,1.19,1.45,0.515,366,0
9313,9.03,2.08,0.8,0.028,0,0
9314,8.34,13.71,1.12,0.431,317,1
9315,7.53,-0.72,0.91,1.677,529,0
9316,7.74,9.45,1.03,0.391,317,1
9317,9.39,7.99,1.25,0.605,465,0
9318,8.4,2.9,0.72,-0.057,272,1
9319,7.03,2.95,0.96,1.605,772,0
9320,2.1,9.19,0.73,1.37,251,1
9321,7.92,3.3,1.0,0.734,445,1
9322,7.3,20.34,1.04,0.694,500,1
9323,8.91,15.62,1.4,0.679,507,0
9324,8.25,3.45,1.05,0.311,292,1
9325,8.95,2.58,1.26,0.425,366,0
9326,8.89,9.62,1.12,0.734,498,0
9327,7.86,4.29,0.96,1.02,633,0
9328,7.19,10.2,0.92,0.526,366,0
9329,10.01,15.31,1.12,0.744,507,0
9330,9.91,3.97,1.54,0.737,592,0
9331,9.31,4.8,2.23,0.635,499,0
9332,8.89,10.92,1.0,0.667,562,0
9333,8.71,6.98,1.67,0.4,344,1
9334,9.38,2.66,1.33,0.298,0,0
9335,6.43,3.1,0.83,1.498,735,0
9336,6.66,5.3,0.69,-0.037,238,1
9337,9.51,18.6,1.57,0.865,609,0
9338,7.91,2.81,1.06,1.241,609,0
9339,7.36,22.16,0.93,0.555,393,0
9340,9.47,12.6,1.4,0.678,530,1
9341,9.72,3.88,4.35,0.724,500,0
9342,9.14,3.64,1.77,1.038,618,0
9343,8.26,3.07,0.77,0.231,73,1
9344,8.42,5.62,1.23,0.74,498,0
9345,7.68,11.99,0.8,0.367,292,1
9346,8.6,2.46,1.06,1.369,609,0
9347,8.81,-0.39,1.5,0.557,317,1
9348,8.3,2.69,0.94,1.19,609,0
9349,7.14,4.48,0.84,1.01,575,0
9350,10.26,2.62,3.1,0.528,420,0
9351,9.39,2.79,1.09,0.074,2,0
9352,7.81,15.02,0.83,0.607,455,1
9353,9.27,11.26,1.24,0.652,479,0
9354,8.94,9.34,1.31,0.495,420,0
9355,10.42,4.46,1.83,0.364,366,0
9356,4.68,9.03,0.78,-0.156,259,1
9357,7.5,13.52,1.04,0.461,382,1
9358,7.7,5.89,0.62,0.151,90,1
9359,10.25,0.05,2.1,1.153,609,0
9360,8.41,8.63,1.24,0.548,416,0
9361,9.14,2.59,0.91,1.019,633,0
9362,7.43,26.9,0.83,0.71,609,0
9363,10.52,-0.63,1.22,1.25,738,0
9364,6.45,21.17,0.56,0.386,333,1
9365,7.27,13.88,1.04,0.418,354,1
9366,9.29,4.05,1.16,0.511,376,0
9367,8.66,2.1,1.04,1.172,609,0
9368,9.33,-0.37,1.5,0.432,251,1
9369,8.17,3.22,0.89,-0.004,2,0
